,"(2, 2, 2)","(2, 2, 2) pruning","(2, 3, 2)","(2, 3, 2) pruning","(3, 3, 2)","(3, 3, 2) pruning","(3, 4, 2)","(3, 4, 2) pruning","(4, 4, 2)","(4, 4, 2) pruning"
0,0.00019137859344482423,0.00010919570922851562,0.0007836103439331054,0.0001400470733642578,0.005354881286621094,0.000833439826965332,0.047883033752441406,0.0016625404357910156,0.711796760559082,0.0045925617218017575
1,4.7087669372558594e-05,4.2271614074707034e-05,9.186267852783203e-05,4.00543212890625e-05,0.0008803367614746094,0.00035216808319091795,0.009615540504455566,0.0005985260009765625,0.07036194801330567,0.001109147071838379
2,1.4400482177734375e-05,1.4781951904296875e-05,1.9121170043945313e-05,1.2660026550292969e-05,0.00012705326080322265,6.52313232421875e-05,0.001355457305908203,0.00016188621520996094,0.008791899681091309,0.00029191970825195315
3,0.0004663705825805664,0.0003711700439453125,0.0011607646942138673,0.00023005008697509765,0.006457471847534179,0.0013129711151123047,0.05920243263244629,0.002491140365600586,0.7947365760803222,0.006091475486755371
